,Item,Data_do_lancamento,Entradas_Qtd,Entradas_Valor,Saidas_Qtd,Saidas_Valor,Saldo_Inicial_Qtd,Saldo_Inicial_Valor,Saldo_Final_Qtd,Saldo_Final_Valor
1831,82.63.660-9,20/11/2012,"692,3896","7189,18","925,7607","9612,3","5261,536500000002","54624,61000000006","5028,165400000003","52201,49000000006"
1832,82.81.160-5,20/11/2012,"1174,5","2578,6","2057,7179999999994","4517,66","17499,283600000006","38419,44999999998","16616,065600000005","36480,389999999985"
1833,61.21.107-1,20/11/2012,"0,0","0,0","50,0","9968,530000000004","435,0","86716,93999999999","385,0","76748,40999999999"
1834,62.51.311-0,20/11/2012,"0,0","0,0","23,0","2387,57","1118,0","113577,12000000002","1095,0","111189,55000000002"
1835,63.41.311-9,20/11/2012,"1,0","85,87","30,0","2415,25","667,0","53238,55000000005","638,0","50909,17000000005"
1836,66.31.174-0,20/11/2012,"0,0","0,0","121,0","12517,369999999999","446,0","45631,22000000001","325,0","33113,850000000006"
1837,69.51.202-0,20/11/2012,"0,0","0,0","5,0","1508,27","13,0","2738,270000000003","8,0","1230,0000000000032"
1838,70.25.162-0,20/11/2012,"6,0","1275,54","6,0","1274,6","290,0","61787,430000000015","290,0","61788,37000000002"
1839,71.15.272-3,20/11/2012,"0,0","0,0","41,0","10067,160000000005","94,0","23080,86","53,0","13013,699999999995"
1840,74.62.201-1,20/11/2012,"0,0","0,0","1,0","1356,71","53,0","71906,14999999997","52,0","70549,43999999996"
1841,76.26.200-4,20/11/2012,"0,0","0,0","1,0","295,37","55,0","16019,47999999998","54,0","15724,109999999979"
1842,10.01.206-6,20/11/2012,"0,0","0,0","716,1143","1436,15","6539,701600000001","13043,589999999991","5823,587300000001","11607,439999999991"
1843,47.05.018-9,20/11/2012,"401,0","5445,700000000001","15,0","203,79","126,0","1714,5700000000097","512,0","6956,4800000000105"
1844,47.11.014-9,20/11/2012,"0,0","0,0","486,0","346,42","4731,0","28642,96","4245,0","28296,54"
1845,JVB-301-01,20/11/2012,"460,0","2874,96","0,0","0,0","653,0","3683,0800000000017","1113,0","6558,040000000002"
1846,41.01.053-3,20/11/2012,"6000,0","1860,66","96,0","21,0","20678,0","2405,08","26582,0","4244,74"
1847,41.02.051-2,20/11/2012,"18000,0","1430,74","6588,0","528,8299999999999","85711,0","6905,070000000005","97123,0","7806,980000000005"
1848,41.67.008-8,20/11/2012,"8910,0","31686,78","992,0","3494,97","4371,0","15089,600000000015","12289,0","43281,41000000001"
1849,80.03.104-1,21/11/2012,"17350,0","36122,49","34,6335","71,42","124364,2976","255359,56999999992","141679,6641","291410,63999999996"
1850,81.30.019-4,21/11/2012,"150,0","2410,6","164,0","2635,5899999999997","4107,0","65006,809999999976","4093,0","64781,81999999998"
1851,82.10.355-4,21/11/2012,"0,0","0,0","131,04149999999998","1542,72","2633,7015000000056","30590,930000000015","2502,6600000000058","29048,210000000014"
1852,82.70.372-1,21/11/2012,"748,0","6011,65","1729,7368","13901,82","29766,616300000023","238695,98999999982","28784,879500000025","230805,8199999998"
1853,82.53.405-9,21/11/2012,"298,92","1449,41","298,92","1449,41","7193,934799999997","30572,39999999997","7193,934799999997","30572,39999999997"
1854,82.53.475-0,21/11/2012,"34,545","88,95","39,685","102,18","29404,669599999987","74298,50999999998","29399,529599999983","74285,27999999998"
1855,82.60.353-0,21/11/2012,"1000,0","6511,64","1104,0","7188,85","7614,0","49478,97999999998","7510,0","48801,76999999998"
1856,82.63.660-9,21/11/2012,"2326,0952","24158,96","13,190999999999999","136,97","5028,165400000003","52201,49000000006","7341,069600000003","76223,48000000007"
1857,82.81.160-5,21/11/2012,"1171,5","2572,02","2646,3678","5810,119999999999","16616,065600000005","36480,389999999985","15141,197800000005","33242,28999999998"
1858,61.21.107-1,21/11/2012,"0,0","0,0","41,0","8174,209999999999","385,0","76748,40999999999","344,0","68574,19999999998"
1859,62.51.311-0,21/11/2012,"6,0","622,8299999999999","47,0","4878,92","1095,0","111189,55000000002","1054,0","106933,46000000002"
1860,63.41.311-9,21/11/2012,"1,0","80,51","7,0","563,57","638,0","50909,17000000005","632,0","50426,11000000005"
1861,66.31.174-0,21/11/2012,"196,0","20544,51","17,0","1758,6399999999999","325,0","33113,850000000006","504,0","51899,72"
1862,69.51.202-0,21/11/2012,"54,0","16678,87","2,0","603,3","8,0","1230,0000000000032","60,0","17305,570000000003"
1863,70.25.162-0,21/11/2012,"0,0","0,0","27,0","5735,71","290,0","61788,37000000002","263,0","56052,66000000002"
1864,71.15.272-3,21/11/2012,"0,0","0,0","7,0","1718,78","53,0","13013,699999999995","46,0","11294,919999999995"
1865,74.62.201-1,21/11/2012,"0,0","0,0","3,0","4070,15","52,0","70549,43999999996","49,0","66479,28999999996"
1866,76.26.200-4,21/11/2012,"0,0","17,8","23,0","6793,44","54,0","15724,109999999979","31,0","8948,46999999998"
1867,10.01.206-6,21/11/2012,"0,0","0,0","1164,5765000000001","2335,55","5823,587300000001","11607,439999999991","4659,010800000001","9271,889999999992"
1868,47.05.018-9,21/11/2012,"337,0","4578,83","315,0","4279,73","512,0","6956,4800000000105","534,0","7255,580000000011"
1869,47.11.014-9,21/11/2012,"0,0","0,0","228,0","162,47","4245,0","28296,54","4017,0","28134,07"
1870,JVB-301-01,21/11/2012,"425,0","2656,21","177,0","1084,47","1113,0","6558,040000000002","1361,0","8129,780000000002"
1871,41.01.053-3,21/11/2012,"4300,0","1336,2","56,0","12,25","26582,0","4244,74","30826,0","5568,69"
1872,41.02.051-2,21/11/2012,"18000,0","1375,05","5959,0","478,3099999999998","97123,0","7806,980000000005","109164,0","8703,720000000005"
1873,41.73.019-6,21/11/2012,"0,0","0,0","600,0","2044,85","3000,0","10115,54","2400,0","8070,6900000000005"
1874,81.30.019-4,22/11/2012,"0,0","0,0","263,0","4226,570000000001","4093,0","64781,81999999998","3830,0","60555,24999999998"
1875,82.10.355-4,22/11/2012,"576,0","6781,09","780,1659999999999","9184,68","2502,6600000000058","29048,210000000014","2298,494000000006","26644,620000000017"
1876,82.70.372-1,22/11/2012,"748,0","6011,65","1639,9164","13179,880000000001","28784,879500000025","230805,8199999998","27892,963100000023","223637,5899999998"
1877,82.53.405-9,22/11/2012,"680,52","3299,71","1679,5263","8143,7","7193,934799999997","30572,39999999997","6194,928499999998","25728,40999999997"
1878,82.53.475-0,22/11/2012,"5512,395","14193,2","5512,395","14193,2","29399,529599999983","74285,27999999998","29399,529599999983","74285,27999999998"
1879,82.60.353-0,22/11/2012,"750,0","4883,73","894,0","5821,41","7510,0","48801,76999999998","7366,0","47864,08999999998"
1880,82.63.660-9,22/11/2012,"313,2984","3253,02","674,6785","7005,289999999999","7341,069600000003","76223,48000000007","6979,689500000003","72471,21000000008"
1881,82.81.160-5,22/11/2012,"19329,75","42438,270000000004","20325,721400000002","44624,81","15141,197800000005","33242,28999999998","14145,226400000007","31055,749999999985"
1882,61.21.107-1,22/11/2012,"0,0","0,0","41,0","8174,199999999999","344,0","68574,19999999998","303,0","60399,999999999985"
1883,62.51.311-0,22/11/2012,"180,0","19303,73","28,0","2906,61","1054,0","106933,46000000002","1206,0","123330,58000000002"
1884,66.31.174-0,22/11/2012,"1,0","104,82","1,0","103,45","504,0","51899,72","504,0","51901,090000000004"
1885,69.51.202-0,22/11/2012,"27,0","8354,08","15,0","4524,81","60,0","17305,570000000003","72,0","21134,84"
1886,70.25.162-0,22/11/2012,"0,0","0,0","5,0","1062,17","263,0","56052,66000000002","258,0","54990,49000000002"
1887,74.62.201-1,22/11/2012,"0,0","0,0","4,0","5426,860000000001","49,0","66479,28999999996","45,0","61052,429999999964"
1888,76.26.200-4,22/11/2012,"0,0","0,0","7,0","2067,5699999999997","31,0","8948,46999999998","24,0","6880,89999999998"
1889,10.01.206-6,22/11/2012,"0,0","0,0","619,3506","1242,1100000000001","4659,010800000001","9271,889999999992","4039,660200000001","8029,779999999992"
1890,10.01.369-0,22/11/2012,"0,0","0,0","591,0756","1305,7","11808,951599999999","26086,14","11217,875999999998","24780,44"
1891,47.05.018-9,22/11/2012,"450,0","6118,66","362,0","4918,289999999999","534,0","7255,580000000011","622,0","8455,950000000012"
1892,47.11.014-9,22/11/2012,"3750,0","3956,2200000000003","576,0","410,50999999999993","4017,0","28134,07","7191,0","31679,780000000002"
1893,JVB-301-01,22/11/2012,"62,0","387,49","328,0","2009,6399999999999","1361,0","8129,780000000002","1095,0","6507,630000000003"
1894,41.01.053-3,22/11/2012,"0,0","0,0","76,0","16,63","30826,0","5568,69","30750,0","5552,0599999999995"
1895,41.02.051-2,22/11/2012,"42000,0","3415,08","36704,0","2946,1899999999996","109164,0","8703,720000000005","114460,0","9172,610000000004"
1896,41.26.232-0,22/11/2012,"306,0","5920,56","0,0","0,0","150,0","2870,9500000000044","456,0","8791,510000000006"
1897,41.67.008-8,22/11/2012,"434,0","1543,45","0,0","0,0","12289,0","43281,41000000001","12723,0","44824,86000000001"
1898,41.73.019-6,22/11/2012,"1003,0","3527,02","1410,0","4805,41","2400,0","8070,6900000000005","1993,0","6792,300000000001"
1899,80.03.104-1,23/11/2012,"6390,0","13304,38","0,0","0,0","141679,6641","291410,63999999996","148069,6641","304715,01999999996"
1900,81.30.019-4,23/11/2012,"300,0","4821,2","491,0","7890,700000000001","3830,0","60555,24999999998","3639,0","57485,74999999997"
1901,82.10.355-4,23/11/2012,"0,0","0,0","301,9374000000001","3554,6199999999994","2298,494000000006","26644,620000000017","1996,556600000006","23090,00000000002"
1902,82.70.372-1,23/11/2012,"1496,0","12023,29","2403,1441999999997","19313,950000000004","27892,963100000023","223637,5899999998","26985,818900000024","216346,9299999998"
1903,82.53.405-9,23/11/2012,"1888,92","9692,3","0,0","0,0","6194,928499999998","25728,40999999997","8083,848499999998","35420,70999999997"
1904,82.53.475-0,23/11/2012,"0,0","0,0","31,3704","80,77","29399,529599999983","74285,27999999998","29368,159199999984","74204,50999999998"
1905,82.60.353-0,23/11/2012,"0,0","0,0","96,0","625,12","7366,0","47864,08999999998","7270,0","47238,96999999998"
1906,82.63.660-9,23/11/2012,"211,86","2199,77","476,2699","4945,18","6979,689500000003","72471,21000000008","6715,279600000003","69725,80000000008"
1907,82.81.160-5,23/11/2012,"2457,15","5394,65","3893,2495000000004","8547,48","14145,226400000007","31055,749999999985","12709,126900000008","27902,919999999987"
1908,61.21.107-1,23/11/2012,"1,0","208,87","4,0","797,48","303,0","60399,999999999985","300,0","59811,389999999985"
1909,62.51.311-0,23/11/2012,"211,0","22628,27","97,0","10069,270000000002","1206,0","123330,58000000002","1320,0","135889,58000000002"
1910,63.41.311-9,23/11/2012,"0,0","0,0","46,0","3703,3900000000003","632,0","50426,11000000005","586,0","46722,72000000005"
1911,66.31.174-0,23/11/2012,"0,0","0,0","39,0","4034,5199999999995","504,0","51901,090000000004","465,0","47866,57000000001"
1912,69.51.202-0,23/11/2012,"82,0","25371,63","49,0","14781,049999999997","72,0","21134,84","105,0","31725,420000000006"
1913,70.25.162-0,23/11/2012,"0,0","0,0","46,0","9771,95","258,0","54990,49000000002","212,0","45218,54000000002"
1914,71.15.272-3,23/11/2012,"0,0","0,0","35,0","8593,94","46,0","11294,919999999995","11,0","2700,979999999994"
1915,74.62.201-1,23/11/2012,"0,0","0,0","4,0","5426,860000000001","45,0","61052,429999999964","41,0","55625,56999999996"
1916,76.26.200-4,23/11/2012,"0,0","0,0","22,0","6498,05","24,0","6880,89999999998","2,0","382,84999999997945"
1917,10.01.206-6,23/11/2012,"1865,0886","3765,21","328,2028","658,21","4039,660200000001","8029,779999999992","5576,546000000001","11136,779999999992"
1918,10.01.369-0,23/11/2012,"0,0","0,0","1588,1042","3508,1300000000006","11217,875999999998","24780,44","9629,771799999999","21272,309999999998"
1919,47.05.018-9,23/11/2012,"450,0","6118,66","144,0","1956,4499999999998","622,0","8455,950000000012","928,0","12618,16000000001"
1920,47.11.014-9,23/11/2012,"0,0","0,0","448,0","319,34000000000003","7191,0","31679,780000000002","6743,0","31360,440000000002"
1921,JVB-301-01,23/11/2012,"0,0","0,0","273,0","1672,6599999999999","1095,0","6507,630000000003","822,0","4834,970000000003"
1922,41.01.053-3,23/11/2012,"10300,0","2252,92","10352,0","2264,3","30750,0","5552,0599999999995","30698,0","5540,679999999999"
1923,41.02.051-2,23/11/2012,"27240,0","2135,72","20152,0","1617,62","114460,0","9172,610000000004","121548,0","9690,710000000003"
1924,41.26.232-0,23/11/2012,"180,0","3482,69","132,0","2550,13","456,0","8791,510000000006","504,0","9724,070000000007"
1925,41.67.008-8,23/11/2012,"0,0","0,0","1488,0","5242,44","12723,0","44824,86000000001","11235,0","39582,420000000006"
1926,80.03.104-1,24/11/2012,"0,0","0,0","7,6868","15,85","148069,6641","304715,01999999996","148061,9773","304699,17"
1927,81.30.019-4,24/11/2012,"200,0","3214,13","279,0","4483,7","3639,0","57485,74999999997","3560,0","56216,17999999997"
1928,82.10.355-4,24/11/2012,"1746,2049","20557,59","1998,0538999999999","23522,54","1996,556600000006","23090,00000000002","1744,707600000006","20125,050000000017"
1929,82.70.372-1,24/11/2012,"757,872","6090,99","1568,3049999999998","12604,43","26985,818900000024","216346,9299999998","26175,385900000023","209833,4899999998"
1930,82.53.405-9,24/11/2012,"1888,92","9159,01","1977,7275","9589,62","8083,848499999998","35420,70999999997","7995,040999999998","34990,09999999997"
1931,82.53.475-0,24/11/2012,"3133,725","8068,65","3133,725","8068,65","29368,159199999984","74204,50999999998","29368,159199999984","74204,50999999998"
1932,82.60.353-0,24/11/2012,"1500,0","9767,46","1624,0","10574,919999999998","7270,0","47238,96999999998","7146,0","46431,50999999998"
1933,82.63.660-9,24/11/2012,"2763,7595","28696,53","3116,0025","32353,92","6715,279600000003","69725,80000000008","6363,036600000001","66068,41000000008"
1934,82.81.160-5,24/11/2012,"1172,5","2574,21","2836,1110000000003","6226,67","12709,126900000008","27902,919999999987","11045,515900000008","24250,459999999985"
1935,62.51.311-0,24/11/2012,"53,0","5683,88","0,0","0,0","1320,0","135889,58000000002","1373,0","141573,46000000002"
1936,63.41.311-9,24/11/2012,"4,0","322,03000000000003","4,0","322,03000000000003","586,0","46722,72000000005","586,0","46722,72000000005"
1937,66.31.174-0,24/11/2012,"74,0","7779,78","0,0","0,0","465,0","47866,57000000001","539,0","55646,350000000006"
1938,10.01.369-0,24/11/2012,"0,0","0,0","3,973","8,78","9629,771799999999","21272,309999999998","9625,798799999999","21263,53"
1939,47.05.018-9,24/11/2012,"450,0","6115,33","194,0","2635,77","928,0","12618,16000000001","1184,0","16097,720000000012"
1940,47.11.014-9,24/11/2012,"3750,0","2672,26","4162,0","2965,88","6743,0","31360,440000000002","6331,0","31066,820000000003"
1941,JVB-301-01,24/11/2012,"13,0","79,65","342,0","2095,4300000000003","822,0","4834,970000000003","493,0","2819,1900000000023"
1942,41.01.053-3,24/11/2012,"0,0","0,0","56,0","12,25","30698,0","5540,679999999999","30642,0","5528,429999999999"
1943,41.02.051-2,24/11/2012,"15000,0","1300,31","4864,0","390,44999999999993","121548,0","9690,710000000003","131684,0","10600,570000000002"
1944,41.26.232-0,24/11/2012,"238,0","4604,92","209,0","4037,7","504,0","9724,070000000007","533,0","10291,290000000008"
1945,41.67.008-8,24/11/2012,"2,0","7,12","2057,0","7247,12","11235,0","39582,420000000006","9180,0","32342,42000000001"
1946,80.03.104-1,26/11/2012,"461,2469","951,2","5764,1092","11886,98","148061,9773","304699,17","142759,115","293763,39"
1947,82.10.355-4,26/11/2012,"2304,0","26818,56","227,78640000000004","2681,6700000000005","1744,707600000006","20125,050000000017","3820,921200000006","44261,94000000002"
1948,82.70.372-1,26/11/2012,"0,0","0,0","763,3469000000001","6135,020000000001","26175,385900000023","209833,4899999998","25412,039000000022","203698,4699999998"
1949,82.53.475-0,26/11/2012,"1475,565","4108,82","3568,6081999999997","9188,410000000002","29368,159199999984","74204,50999999998","27275,115999999984","69124,91999999998"
1950,82.60.353-0,26/11/2012,"500,0","3356,46","174,0","1133,0299999999997","7146,0","46431,50999999998","7472,0","48654,93999999998"
1951,82.63.660-9,26/11/2012,"340,0672","3530,96","671,1346000000001","6968,48","6363,036600000001","66068,41000000008","6031,969200000001","62630,89000000009"
1952,82.81.160-5,26/11/2012,"1174,5","2578,6","1840,4439","4040,709999999999","11045,515900000008","24250,459999999985","10379,572000000007","22788,349999999984"
1953,61.21.107-1,26/11/2012,"0,0","0,0","9,0","1794,3400000000001","300,0","59811,389999999985","291,0","58017,04999999999"
1954,62.51.311-0,26/11/2012,"7,0","811,51","91,0","9510,78","1373,0","141573,46000000002","1289,0","132874,19000000003"
1955,63.41.311-9,26/11/2012,"0,0","0,0","16,0","1288,13","586,0","46722,72000000005","570,0","45434,590000000055"
1956,66.31.174-0,26/11/2012,"219,0","24186,73","155,0","17453,28","539,0","55646,350000000006","603,0","62379,8"
1957,69.51.202-0,26/11/2012,"0,0","0,0","42,0","12720,999999999995","105,0","31725,420000000006","63,0","19004,420000000013"
1958,47.05.018-9,26/11/2012,"400,0","5432,14","178,0","2418,37","1184,0","16097,720000000012","1406,0","19111,490000000013"
1959,47.11.014-9,26/11/2012,"0,0","0,0","470,0","334,93999999999994","6331,0","31066,820000000003","5861,0","30731,880000000005"
1960,JVB-301-01,26/11/2012,"310,0","1937,46","46,0","281,84","493,0","2819,1900000000023","757,0","4474,810000000002"
1961,41.01.053-3,26/11/2012,"7700,0","2392,71","56,0","12,25","30642,0","5528,429999999999","38286,0","7908,889999999999"
1962,41.02.051-2,26/11/2012,"12000,0","922,5799999999999","6930,0","556,2399999999998","131684,0","10600,570000000002","136754,0","10966,910000000002"
1963,41.26.232-0,26/11/2012,"198,0","3830,9800000000005","110,0","2125,12","533,0","10291,290000000008","621,0","11997,150000000009"
1964,41.67.008-8,26/11/2012,"0,0","0,0","710,0","2501,44","9180,0","32342,42000000001","8470,0","29840,98000000001"
1965,41.73.019-6,26/11/2012,"0,0","0,0","540,0","1840,37","1993,0","6792,300000000001","1453,0","4951,930000000001"
1966,80.03.104-1,27/11/2012,"11990,0","24961,92","3,7925","7,82","142759,115","293763,39","154745,32249999998","318717,49"
1967,81.30.019-4,27/11/2012,"150,0","2410,6","239,0","3840,89","3560,0","56216,17999999997","3471,0","54785,88999999997"
1968,82.10.355-4,27/11/2012,"1152,0","13409,28","250,9948","2954,8900000000003","3820,921200000006","44261,94000000002","4721,926400000006","54716,330000000016"
1969,82.70.372-1,27/11/2012,"5984,0","48817,86","2343,3807","18833,64","25412,039000000022","203698,4699999998","29052,65830000002","233682,68999999977"
1970,82.53.405-9,27/11/2012,"2105,16","10207,52","2105,16","10207,52","7995,040999999998","34990,09999999997","7995,040999999997","34990,09999999996"
1971,82.53.475-0,27/11/2012,"4022,025","10355,83","5047,5288","12996,27","27275,115999999984","69124,91999999998","26249,612199999985","66484,47999999998"
1972,82.60.353-0,27/11/2012,"0,0","0,0","218,0","1419,55","7472,0","48654,93999999998","7254,0","47235,38999999998"
1973,82.63.660-9,27/11/2012,"487,3079","5059,79","764,9031","7942,09","6031,969200000001","62630,89000000009","5754,374000000002","59748,590000000084"
1974,82.81.160-5,27/11/2012,"2343,0","5144,04","3616,5703000000003","7940,16","10379,572000000007","22788,349999999984","9106,001700000008","19992,229999999985"
1975,61.21.107-1,27/11/2012,"0,0","0,0","4,0","797,49","291,0","58017,04999999999","287,0","57219,55999999999"
1976,62.51.311-0,27/11/2012,"0,0","0,0","322,0","33425,979999999996","1289,0","132874,19000000003","967,0","99448,21000000004"
1977,63.41.311-9,27/11/2012,"90,0","7728,17","55,0","4427,950000000001","570,0","45434,590000000055","605,0","48734,810000000056"
1978,66.31.174-0,27/11/2012,"1,0","103,45","15,0","1551,7500000000002","603,0","62379,8","589,0","60931,5"
1979,69.51.202-0,27/11/2012,"0,0","0,0","21,0","6334,709999999997","63,0","19004,420000000013","42,0","12669,710000000015"
1980,74.62.201-1,27/11/2012,"0,0","0,0","1,0","1356,71","41,0","55625,56999999996","40,0","54268,859999999964"
1981,76.26.200-4,27/11/2012,"35,0","10388,29","0,0","0,0","2,0","382,84999999997945","37,0","10771,139999999981"
1982,10.01.206-6,27/11/2012,"384,3521","768,94","730,0751","1464,14","5576,546000000001","11136,779999999992","5230,823000000001","10441,579999999993"
1983,47.05.018-9,27/11/2012,"122,0","1656,78","1,0","13,58","1406,0","19111,490000000013","1527,0","20754,69000000001"
1984,47.11.014-9,27/11/2012,"0,0","0,0","238,0","169,6","5861,0","30731,880000000005","5623,0","30562,280000000006"
1985,JVB-301-01,27/11/2012,"550,0","3437,41","7,0","42,89","757,0","4474,810000000002","1300,0","7869,330000000002"
1986,41.01.053-3,27/11/2012,"5100,0","1580,75","56,0","12,25","38286,0","7908,889999999999","43330,0","9477,39"
1987,41.02.051-2,27/11/2012,"6000,0","461,28","3692,0","296,36","136754,0","10966,910000000002","139062,0","11131,830000000002"
1988,41.26.232-0,27/11/2012,"0,0","0,0","77,0","1487,58","621,0","11997,150000000009","544,0","10509,570000000009"
1989,41.67.008-8,27/11/2012,"0,0","0,0","1245,0","4386,33","8470,0","29840,98000000001","7225,0","25454,65000000001"
1990,80.03.104-1,28/11/2012,"20520,0","42721,36","0,0","0,0","154745,32249999998","318717,49","175265,32249999998","361438,85"
1991,81.30.019-4,28/11/2012,"0,0","0,0","127,0","2040,97","3471,0","54785,88999999997","3344,0","52744,91999999997"
1992,82.10.355-4,28/11/2012,"1728,0","21216,93","842,7266","9921,19","4721,926400000006","54716,330000000016","5607,199800000006","66012,07"
1993,82.70.372-1,28/11/2012,"748,0","6011,65","1787,3264999999997","14364,64","29052,65830000002","233682,68999999977","28013,33180000002","225329,69999999978"
1994,82.53.475-0,28/11/2012,"1555,1302","4004,1200000000003","2293,4409","5905,1","26249,612199999985","66484,47999999998","25511,301499999983","64583,49999999998"
1995,82.60.353-0,28/11/2012,"500,0","3255,82","720,0","4688,38","7254,0","47235,38999999998","7034,0","45802,82999999998"
1996,82.63.660-9,28/11/2012,"563,6412","5852,38","968,5331","10056,419999999998","5754,374000000002","59748,590000000084","5349,482100000002","55544,55000000009"
1997,82.81.160-5,28/11/2012,"0,0","0,0","889,6304000000002","1953,1299999999999","9106,001700000008","19992,229999999985","8216,371300000008","18039,099999999984"
1998,61.21.107-1,28/11/2012,"0,0","0,0","41,0","8174,2","287,0","57219,55999999999","246,0","49045,35999999999"
1999,62.51.311-0,28/11/2012,"0,0","0,0","56,0","5813,21","967,0","99448,21000000004","911,0","93635,00000000003"
2000,63.41.311-9,28/11/2012,"0,0","0,0","14,0","1127,12","605,0","48734,810000000056","591,0","47607,69000000005"
2001,66.31.174-0,28/11/2012,"0,0","0,0","13,0","1344,8500000000001","589,0","60931,5","576,0","59586,65"
2002,69.51.202-0,28/11/2012,"0,0","0,0","21,0","6334,74","42,0","12669,710000000015","21,0","6334,970000000016"
2003,70.25.162-0,28/11/2012,"0,0","0,0","27,0","5735,700000000001","212,0","45218,54000000002","185,0","39482,840000000026"
2004,71.15.272-3,28/11/2012,"0,0","0,0","10,0","2455,41","11,0","2700,979999999994","1,0","245,56999999999425"
2005,74.62.201-1,28/11/2012,"0,0","0,0","1,0","1356,71","40,0","54268,859999999964","39,0","52912,149999999965"
2006,76.26.200-4,28/11/2012,"25,0","7420,2","8,0","2362,94","37,0","10771,139999999981","54,0","15828,399999999981"
2007,10.01.206-6,28/11/2012,"2417,1948","4835,82","915,0120999999999","1835,05","5230,823000000001","10441,579999999993","6733,0057000000015","13442,349999999993"
2008,47.05.018-9,28/11/2012,"451,0","6124,719999999999","133,0","1806,9899999999998","1527,0","20754,69000000001","1845,0","25072,420000000013"
2009,47.11.014-9,28/11/2012,"0,0","0,0","604,0","430,4700000000001","5623,0","30562,280000000006","5019,0","30131,810000000005"
2010,JVB-301-01,28/11/2012,"756,0","4724,88","250,0","1531,74","1300,0","7869,330000000002","1806,0","11062,470000000003"
2011,41.01.053-3,28/11/2012,"0,0","0,0","56,0","12,25","43330,0","9477,39","43274,0","9465,14"
2012,41.02.051-2,28/11/2012,"12000,0","966,8800000000001","7180,0","576,3100000000001","139062,0","11131,830000000002","143882,0","11522,400000000003"
2013,41.26.232-0,28/11/2012,"0,0","0,0","22,0","425,02","544,0","10509,570000000009","522,0","10084,550000000008"
2014,41.67.008-8,28/11/2012,"0,0","0,0","778,0","2741,01","7225,0","25454,65000000001","6447,0","22713,640000000007"
2015,81.30.019-4,29/11/2012,"1100,0","18673,21","237,0","3808,7400000000002","3344,0","52744,91999999997","4207,0","67609,38999999997"
2016,82.10.355-4,29/11/2012,"11,7326","138,12","354,0923","4168,589999999999","5607,199800000006","66012,07","5264,840100000006","61981,600000000006"
2017,82.70.372-1,29/11/2012,"5998,6858999999995","48023,89000000001","2456,0927999999994","19739,519999999997","28013,33180000002","225329,69999999978","31555,92490000002","253614,0699999998"
2018,82.53.405-9,29/11/2012,"1348,32","6537,75","1348,32","6537,75","7995,040999999997","34990,09999999996","7995,040999999997","34990,09999999996"
2019,82.53.475-0,29/11/2012,"44,415","114,36","377,8424","972,87","25511,301499999983","64583,49999999998","25177,874099999983","63724,989999999976"
2020,82.60.353-0,29/11/2012,"0,0","0,0","304,0","1979,54","7034,0","45802,82999999998","6730,0","43823,28999999998"
2021,82.63.660-9,29/11/2012,"4,197","43,58","224,24179999999998","2328,33","5349,482100000002","55544,55000000009","5129,437300000002","53259,80000000009"
2022,82.81.160-5,29/11/2012,"1171,5","2572,02","3010,564700000001","6609,699999999999","8216,371300000008","18039,099999999984","6377,306600000007","14001,419999999986"
2023,61.21.107-1,29/11/2012,"0,0","0,0","28,0","5582,379999999999","246,0","49045,35999999999","218,0","43462,979999999996"
2024,62.51.311-0,29/11/2012,"13,0","1398,8","71,0","7370,3099999999995","911,0","93635,00000000003","853,0","87663,49000000003"
2025,63.41.311-9,29/11/2012,"0,0","0,0","20,0","1610,17","591,0","47607,69000000005","571,0","45997,520000000055"
2026,66.31.174-0,29/11/2012,"0,0","0,0","41,0","4241,42","576,0","59586,65","535,0","55345,23"
2027,69.51.202-0,29/11/2012,"0,0","0,0","8,0","2413,22","21,0","6334,970000000016","13,0","3921,750000000016"
2028,70.25.162-0,29/11/2012,"0,0","0,0","4,0","849,73","185,0","39482,840000000026","181,0","38633,11000000002"
2029,74.62.201-1,29/11/2012,"0,0","0,0","3,0","4070,15","39,0","52912,149999999965","36,0","48841,99999999996"
2030,76.26.200-4,29/11/2012,"57,0","16918,08","49,0","14472,970000000003","54,0","15828,399999999981","62,0","18273,50999999998"
2031,77.33.242-1,29/11/2012,"18,0","13915,16","0,0","0,0","1,0","791,5200000000137","19,0","14706,680000000013"
2032,10.01.206-6,29/11/2012,"478,4","1020,0","297,40509999999995","596,4399999999999","6733,0057000000015","13442,349999999993","6914,000600000001","13865,909999999993"
2033,47.05.018-9,29/11/2012,"485,0","6586,55","176,0","2391,23","1845,0","25072,420000000013","2154,0","29267,740000000013"
2034,47.11.014-9,29/11/2012,"0,0","0,0","396,0","282,21","5019,0","30131,810000000005","4623,0","29849,600000000006"
2035,JVB-301-01,29/11/2012,"24,0","150,0","162,0","992,5699999999999","1806,0","11062,470000000003","1668,0","10219,900000000003"
2036,41.01.053-3,29/11/2012,"0,0","0,0","68,0","14,870000000000001","43274,0","9465,14","43206,0","9450,269999999999"
2037,41.02.051-2,29/11/2012,"12000,0","978,98","4341,0","348,4199999999999","143882,0","11522,400000000003","151541,0","12152,960000000003"
2038,41.26.232-0,29/11/2012,"0,0","0,0","121,0","2337,62","522,0","10084,550000000008","401,0","7746,9300000000085"
2039,41.67.008-8,29/11/2012,"0,0","0,0","3445,0","12137,25","6447,0","22713,640000000007","3002,0","10576,390000000007"
